power_fn_id,n_obs,n_x_1s,b_cons,n_z,rho,b_x,method,pr_sep,pr_reject
567,1000,100,-3.6,1,0,0.75,PML (Firth) w/ Wald,1.0810020502214322e-8,0.5776
567,1000,100,-3.6,1,0,1,PML (Firth) w/ Wald,1.426171666963427e-10,0.82
567,1000,100,-3.6,1,0,2,PML (Firth) w/ Wald,6.263330756389858e-16,1
567,1000,100,-3.6,1,0,3,PML (Firth) w/ Wald,6.263327612751634e-16,1
567,1000,100,-3.6,1,0,4,PML (Firth) w/ Wald,8.48815168328359e-14,1
567,1000,100,-3.6,1,0,5,PML (Firth) w/ Wald,2.758978460422133e-6,1
571,100,50,-1,2,0.33,-5,ML w/ LR,0.39371050356113624,0.9988
571,100,50,-1,2,0.33,-4,ML w/ LR,0.08950302584807482,0.9972
571,100,50,-1,2,0.33,-3,ML w/ LR,0.002751989738284733,0.98
571,100,50,-1,2,0.33,-2,ML w/ LR,2.731827645910314e-6,0.8396
571,100,50,-1,2,0.33,-1,ML w/ LR,7.649300183111318e-7,0.3852
571,100,50,-1,2,0.33,-0.75,ML w/ LR,7.649258657418918e-7,0.2548
571,100,50,-1,2,0.33,-0.5,ML w/ LR,7.649258138604717e-7,0.1492
571,100,50,-1,2,0.33,-0.4,ML w/ LR,7.649258135126365e-7,0.1164
571,100,50,-1,2,0.33,-0.3,ML w/ LR,7.649258134693289e-7,0.0876
571,100,50,-1,2,0.33,-0.2,ML w/ LR,7.64925813464368e-7,0.0692
571,100,50,-1,2,0.33,-0.1,ML w/ LR,7.649258134638456e-7,0.0592
571,100,50,-1,2,0.33,-0,ML w/ LR,7.649258134637969e-7,0.0592
571,100,50,-1,2,0.33,0.1,ML w/ LR,7.649258134638144e-7,0.066
571,100,50,-1,2,0.33,0.2,ML w/ LR,7.649258134640546e-7,0.0792
571,100,50,-1,2,0.33,0.3,ML w/ LR,7.649258134664772e-7,0.0964
571,100,50,-1,2,0.33,0.4,ML w/ LR,7.649258134888689e-7,0.1256
571,100,50,-1,2,0.33,0.5,ML w/ LR,7.649258136789347e-7,0.1632
571,100,50,-1,2,0.33,0.75,ML w/ LR,7.649258456488906e-7,0.2776
571,100,50,-1,2,0.33,1,ML w/ LR,7.64928699687117e-7,0.4644
571,100,50,-1,2,0.33,2,ML w/ LR,2.4933091861273717e-6,0.9512
571,100,50,-1,2,0.33,3,ML w/ LR,0.002590559663914781,1
571,100,50,-1,2,0.33,4,ML w/ LR,0.08668253359736126,1
571,100,50,-1,2,0.33,5,ML w/ LR,0.3879972437140179,1
571,100,50,-1,2,0.33,-5,ML w/ Score,0.39371050356113624,0.9984
571,100,50,-1,2,0.33,-4,ML w/ Score,0.08950302584807482,0.9968
571,100,50,-1,2,0.33,-3,ML w/ Score,0.002751989738284733,0.9792
571,100,50,-1,2,0.33,-2,ML w/ Score,2.731827645910314e-6,0.8372
571,100,50,-1,2,0.33,-1,ML w/ Score,7.649300183111318e-7,0.3732
571,100,50,-1,2,0.33,-0.75,ML w/ Score,7.649258657418918e-7,0.242
571,100,50,-1,2,0.33,-0.5,ML w/ Score,7.649258138604717e-7,0.1396
571,100,50,-1,2,0.33,-0.4,ML w/ Score,7.649258135126365e-7,0.1048
571,100,50,-1,2,0.33,-0.3,ML w/ Score,7.649258134693289e-7,0.0808
571,100,50,-1,2,0.33,-0.2,ML w/ Score,7.64925813464368e-7,0.062
571,100,50,-1,2,0.33,-0.1,ML w/ Score,7.649258134638456e-7,0.0568
571,100,50,-1,2,0.33,-0,ML w/ Score,7.649258134637969e-7,0.056
571,100,50,-1,2,0.33,0.1,ML w/ Score,7.649258134638144e-7,0.0664
571,100,50,-1,2,0.33,0.2,ML w/ Score,7.649258134640546e-7,0.0804
571,100,50,-1,2,0.33,0.3,ML w/ Score,7.649258134664772e-7,0.0968
571,100,50,-1,2,0.33,0.4,ML w/ Score,7.649258134888689e-7,0.1316
571,100,50,-1,2,0.33,0.5,ML w/ Score,7.649258136789347e-7,0.166
571,100,50,-1,2,0.33,0.75,ML w/ Score,7.649258456488906e-7,0.2844
571,100,50,-1,2,0.33,1,ML w/ Score,7.64928699687117e-7,0.474
571,100,50,-1,2,0.33,2,ML w/ Score,2.4933091861273717e-6,0.9528
571,100,50,-1,2,0.33,3,ML w/ Score,0.002590559663914781,1
571,100,50,-1,2,0.33,4,ML w/ Score,0.08668253359736126,1
571,100,50,-1,2,0.33,5,ML w/ Score,0.3879972437140179,1
571,100,50,-1,2,0.33,-5,ML w/ Wald,0.39371050356113624,0.6024
571,100,50,-1,2,0.33,-4,ML w/ Wald,0.08950302584807482,0.91
571,100,50,-1,2,0.33,-3,ML w/ Wald,0.002751989738284733,0.9676
571,100,50,-1,2,0.33,-2,ML w/ Wald,2.731827645910314e-6,0.818
571,100,50,-1,2,0.33,-1,ML w/ Wald,7.649300183111318e-7,0.3568
571,100,50,-1,2,0.33,-0.75,ML w/ Wald,7.649258657418918e-7,0.2232
571,100,50,-1,2,0.33,-0.5,ML w/ Wald,7.649258138604717e-7,0.1296
571,100,50,-1,2,0.33,-0.4,ML w/ Wald,7.649258135126365e-7,0.0956
571,100,50,-1,2,0.33,-0.3,ML w/ Wald,7.649258134693289e-7,0.0708
571,100,50,-1,2,0.33,-0.2,ML w/ Wald,7.64925813464368e-7,0.0556
571,100,50,-1,2,0.33,-0.1,ML w/ Wald,7.649258134638456e-7,0.0524
571,100,50,-1,2,0.33,-0,ML w/ Wald,7.649258134637969e-7,0.052
571,100,50,-1,2,0.33,0.1,ML w/ Wald,7.649258134638144e-7,0.0608
571,100,50,-1,2,0.33,0.2,ML w/ Wald,7.649258134640546e-7,0.0704
571,100,50,-1,2,0.33,0.3,ML w/ Wald,7.649258134664772e-7,0.0908
571,100,50,-1,2,0.33,0.4,ML w/ Wald,7.649258134888689e-7,0.1216
571,100,50,-1,2,0.33,0.5,ML w/ Wald,7.649258136789347e-7,0.1564
571,100,50,-1,2,0.33,0.75,ML w/ Wald,7.649258456488906e-7,0.2716
571,100,50,-1,2,0.33,1,ML w/ Wald,7.64928699687117e-7,0.4596
571,100,50,-1,2,0.33,2,ML w/ Wald,2.4933091861273717e-6,0.9504
571,100,50,-1,2,0.33,3,ML w/ Wald,0.002590559663914781,0.9976
571,100,50,-1,2,0.33,4,ML w/ Wald,0.08668253359736126,0.9272
571,100,50,-1,2,0.33,5,ML w/ Wald,0.3879972437140179,0.6104
571,100,50,-1,2,0.33,-5,PML (Cauchy) w/ Wald,0.39371050356113624,0.9972
571,100,50,-1,2,0.33,-4,PML (Cauchy) w/ Wald,0.08950302584807482,0.9904
571,100,50,-1,2,0.33,-3,PML (Cauchy) w/ Wald,0.002751989738284733,0.9512
571,100,50,-1,2,0.33,-2,PML (Cauchy) w/ Wald,2.731827645910314e-6,0.7496
571,100,50,-1,2,0.33,-1,PML (Cauchy) w/ Wald,7.649300183111318e-7,0.2896
571,100,50,-1,2,0.33,-0.75,PML (Cauchy) w/ Wald,7.649258657418918e-7,0.1664
571,100,50,-1,2,0.33,-0.5,PML (Cauchy) w/ Wald,7.649258138604717e-7,0.0864
571,100,50,-1,2,0.33,-0.4,PML (Cauchy) w/ Wald,7.649258135126365e-7,0.062
571,100,50,-1,2,0.33,-0.3,PML (Cauchy) w/ Wald,7.649258134693289e-7,0.0464
571,100,50,-1,2,0.33,-0.2,PML (Cauchy) w/ Wald,7.64925813464368e-7,0.0412
571,100,50,-1,2,0.33,-0.1,PML (Cauchy) w/ Wald,7.649258134638456e-7,0.038
571,100,50,-1,2,0.33,-0,PML (Cauchy) w/ Wald,7.649258134637969e-7,0.0424
571,100,50,-1,2,0.33,0.1,PML (Cauchy) w/ Wald,7.649258134638144e-7,0.05
571,100,50,-1,2,0.33,0.2,PML (Cauchy) w/ Wald,7.649258134640546e-7,0.0672
571,100,50,-1,2,0.33,0.3,PML (Cauchy) w/ Wald,7.649258134664772e-7,0.0884
571,100,50,-1,2,0.33,0.4,PML (Cauchy) w/ Wald,7.649258134888689e-7,0.1208
571,100,50,-1,2,0.33,0.5,PML (Cauchy) w/ Wald,7.649258136789347e-7,0.1568
571,100,50,-1,2,0.33,0.75,PML (Cauchy) w/ Wald,7.649258456488906e-7,0.2732
571,100,50,-1,2,0.33,1,PML (Cauchy) w/ Wald,7.64928699687117e-7,0.4612
571,100,50,-1,2,0.33,2,PML (Cauchy) w/ Wald,2.4933091861273717e-6,0.9516
571,100,50,-1,2,0.33,3,PML (Cauchy) w/ Wald,0.002590559663914781,1
571,100,50,-1,2,0.33,4,PML (Cauchy) w/ Wald,0.08668253359736126,1
571,100,50,-1,2,0.33,5,PML (Cauchy) w/ Wald,0.3879972437140179,1
571,100,50,-1,2,0.33,-5,PML (Firth) w/ Wald,0.39371050356113624,0.998
571,100,50,-1,2,0.33,-4,PML (Firth) w/ Wald,0.08950302584807482,0.9944
571,100,50,-1,2,0.33,-3,PML (Firth) w/ Wald,0.002751989738284733,0.9656
571,100,50,-1,2,0.33,-2,PML (Firth) w/ Wald,2.731827645910314e-6,0.7908
571,100,50,-1,2,0.33,-1,PML (Firth) w/ Wald,7.649300183111318e-7,0.3196
571,100,50,-1,2,0.33,-0.75,PML (Firth) w/ Wald,7.649258657418918e-7,0.1896
571,100,50,-1,2,0.33,-0.5,PML (Firth) w/ Wald,7.649258138604717e-7,0.1056
571,100,50,-1,2,0.33,-0.4,PML (Firth) w/ Wald,7.649258135126365e-7,0.072
571,100,50,-1,2,0.33,-0.3,PML (Firth) w/ Wald,7.649258134693289e-7,0.0548
571,100,50,-1,2,0.33,-0.2,PML (Firth) w/ Wald,7.64925813464368e-7,0.0448
571,100,50,-1,2,0.33,-0.1,PML (Firth) w/ Wald,7.649258134638456e-7,0.04
571,100,50,-1,2,0.33,-0,PML (Firth) w/ Wald,7.649258134637969e-7,0.0396
571,100,50,-1,2,0.33,0.1,PML (Firth) w/ Wald,7.649258134638144e-7,0.0452
571,100,50,-1,2,0.33,0.2,PML (Firth) w/ Wald,7.649258134640546e-7,0.0588
571,100,50,-1,2,0.33,0.3,PML (Firth) w/ Wald,7.649258134664772e-7,0.0776
571,100,50,-1,2,0.33,0.4,PML (Firth) w/ Wald,7.649258134888689e-7,0.1088
571,100,50,-1,2,0.33,0.5,PML (Firth) w/ Wald,7.649258136789347e-7,0.1396
571,100,50,-1,2,0.33,0.75,PML (Firth) w/ Wald,7.649258456488906e-7,0.2488
571,100,50,-1,2,0.33,1,PML (Firth) w/ Wald,7.64928699687117e-7,0.4288
571,100,50,-1,2,0.33,2,PML (Firth) w/ Wald,2.4933091861273717e-6,0.9456
571,100,50,-1,2,0.33,3,PML (Firth) w/ Wald,0.002590559663914781,1
571,100,50,-1,2,0.33,4,PML (Firth) w/ Wald,0.08668253359736126,1
571,100,50,-1,2,0.33,5,PML (Firth) w/ Wald,0.3879972437140179,1
579,1000,25,-2,5,0.34,-5,ML w/ LR,2.982764660015504e-9,1
579,1000,25,-2,5,0.34,-4,ML w/ LR,4.458246148721778e-14,0.9996
579,1000,25,-2,5,0.34,-3,ML w/ LR,3.7281233254683395e-14,0.9692
579,1000,25,-2,5,0.34,-2,ML w/ LR,1.900854227665494e-10,0.6988
579,1000,25,-2,5,0.34,-1,ML w/ LR,1.4810729821992296e-7,0.2468
579,1000,25,-2,5,0.34,-0.75,ML w/ LR,6.119461331590176e-7,0.1708
579,1000,25,-2,5,0.34,-0.5,ML w/ LR,2.3115006549169117e-6,0.0984
579,1000,25,-2,5,0.34,-0.4,ML w/ LR,3.8386456407519784e-6,0.0904
579,1000,25,-2,5,0.34,-0.3,ML w/ LR,6.288314794758496e-6,0.0752
579,1000,25,-2,5,0.34,-0.2,ML w/ LR,1.0163387146919e-5,0.0596
579,1000,25,-2,5,0.34,-0.1,ML w/ LR,1.6209238836092542e-5,0.0628
579,1000,25,-2,5,0.34,-0,ML w/ LR,2.551383082420667e-5,0.0612
579,1000,25,-2,5,0.34,0.1,ML w/ LR,3.9640953449506575e-5,0.0604
579,1000,25,-2,5,0.34,0.2,ML w/ LR,6.080404785909353e-5,0.0696
579,1000,25,-2,5,0.34,0.3,ML w/ LR,9.208825069026725e-5,0.074
579,1000,25,-2,5,0.34,0.4,ML w/ LR,1.3772791378839703e-4,0.0968
579,1000,25,-2,5,0.34,0.5,ML w/ LR,2.0344561476823644e-4,0.1088
579,1000,25,-2,5,0.34,0.75,ML w/ LR,5.114977239203843e-4,0.1584
579,1000,25,-2,5,0.34,1,ML w/ LR,0.001193893114322494,0.226
579,1000,25,-2,5,0.34,2,ML w/ LR,0.017830874344753393,0.6308
579,1000,25,-2,5,0.34,3,ML w/ LR,0.10564815948036153,0.9128
579,1000,25,-2,5,0.34,4,ML w/ LR,0.3191001810227432,0.988
579,1000,25,-2,5,0.34,5,ML w/ LR,0.5965615935625516,0.9988
579,1000,25,-2,5,0.34,-5,ML w/ Score,2.982764660015504e-9,1
579,1000,25,-2,5,0.34,-4,ML w/ Score,4.458246148721778e-14,0.9996
579,1000,25,-2,5,0.34,-3,ML w/ Score,3.7281233254683395e-14,0.9732
579,1000,25,-2,5,0.34,-2,ML w/ Score,1.900854227665494e-10,0.7188
579,1000,25,-2,5,0.34,-1,ML w/ Score,1.4810729821992296e-7,0.26
579,1000,25,-2,5,0.34,-0.75,ML w/ Score,6.119461331590176e-7,0.1824
579,1000,25,-2,5,0.34,-0.5,ML w/ Score,2.3115006549169117e-6,0.1056
579,1000,25,-2,5,0.34,-0.4,ML w/ Score,3.8386456407519784e-6,0.0944
579,1000,25,-2,5,0.34,-0.3,ML w/ Score,6.288314794758496e-6,0.0808
579,1000,25,-2,5,0.34,-0.2,ML w/ Score,1.0163387146919e-5,0.0632
579,1000,25,-2,5,0.34,-0.1,ML w/ Score,1.6209238836092542e-5,0.0652
579,1000,25,-2,5,0.34,-0,ML w/ Score,2.551383082420667e-5,0.0644
579,1000,25,-2,5,0.34,0.1,ML w/ Score,3.9640953449506575e-5,0.0592
579,1000,25,-2,5,0.34,0.2,ML w/ Score,6.080404785909353e-5,0.0676
579,1000,25,-2,5,0.34,0.3,ML w/ Score,9.208825069026725e-5,0.074
579,1000,25,-2,5,0.34,0.4,ML w/ Score,1.3772791378839703e-4,0.0948
579,1000,25,-2,5,0.34,0.5,ML w/ Score,2.0344561476823644e-4,0.1052
579,1000,25,-2,5,0.34,0.75,ML w/ Score,5.114977239203843e-4,0.1516
579,1000,25,-2,5,0.34,1,ML w/ Score,0.001193893114322494,0.2196
579,1000,25,-2,5,0.34,2,ML w/ Score,0.017830874344753393,0.6188
579,1000,25,-2,5,0.34,3,ML w/ Score,0.10564815948036153,0.9008
579,1000,25,-2,5,0.34,4,ML w/ Score,0.3191001810227432,0.9828
579,1000,25,-2,5,0.34,5,ML w/ Score,0.5965615935625516,0.996
579,1000,25,-2,5,0.34,-5,ML w/ Wald,2.982764660015504e-9,1
579,1000,25,-2,5,0.34,-4,ML w/ Wald,4.458246148721778e-14,0.9996
579,1000,25,-2,5,0.34,-3,ML w/ Wald,3.7281233254683395e-14,0.9732
579,1000,25,-2,5,0.34,-2,ML w/ Wald,1.900854227665494e-10,0.72
579,1000,25,-2,5,0.34,-1,ML w/ Wald,1.4810729821992296e-7,0.26
579,1000,25,-2,5,0.34,-0.75,ML w/ Wald,6.119461331590176e-7,0.1844
579,1000,25,-2,5,0.34,-0.5,ML w/ Wald,2.3115006549169117e-6,0.1044
579,1000,25,-2,5,0.34,-0.4,ML w/ Wald,3.8386456407519784e-6,0.094
579,1000,25,-2,5,0.34,-0.3,ML w/ Wald,6.288314794758496e-6,0.0784
579,1000,25,-2,5,0.34,-0.2,ML w/ Wald,1.0163387146919e-5,0.0628
579,1000,25,-2,5,0.34,-0.1,ML w/ Wald,1.6209238836092542e-5,0.0636
579,1000,25,-2,5,0.34,-0,ML w/ Wald,2.551383082420667e-5,0.0616
579,1000,25,-2,5,0.34,0.1,ML w/ Wald,3.9640953449506575e-5,0.0528
579,1000,25,-2,5,0.34,0.2,ML w/ Wald,6.080404785909353e-5,0.06
579,1000,25,-2,5,0.34,0.3,ML w/ Wald,9.208825069026725e-5,0.064
579,1000,25,-2,5,0.34,0.4,ML w/ Wald,1.3772791378839703e-4,0.0868
579,1000,25,-2,5,0.34,0.5,ML w/ Wald,2.0344561476823644e-4,0.0928
579,1000,25,-2,5,0.34,0.75,ML w/ Wald,5.114977239203843e-4,0.1368
579,1000,25,-2,5,0.34,1,ML w/ Wald,0.001193893114322494,0.1944
579,1000,25,-2,5,0.34,2,ML w/ Wald,0.017830874344753393,0.548
579,1000,25,-2,5,0.34,3,ML w/ Wald,0.10564815948036153,0.7424
579,1000,25,-2,5,0.34,4,ML w/ Wald,0.3191001810227432,0.6368
579,1000,25,-2,5,0.34,5,ML w/ Wald,0.5965615935625516,0.3852
579,1000,25,-2,5,0.34,-5,PML (Cauchy) w/ Wald,2.982764660015504e-9,1
579,1000,25,-2,5,0.34,-4,PML (Cauchy) w/ Wald,4.458246148721778e-14,0.9992
579,1000,25,-2,5,0.34,-3,PML (Cauchy) w/ Wald,3.7281233254683395e-14,0.9568
579,1000,25,-2,5,0.34,-2,PML (Cauchy) w/ Wald,1.900854227665494e-10,0.6344
579,1000,25,-2,5,0.34,-1,PML (Cauchy) w/ Wald,1.4810729821992296e-7,0.1928
579,1000,25,-2,5,0.34,-0.75,PML (Cauchy) w/ Wald,6.119461331590176e-7,0.1336
579,1000,25,-2,5,0.34,-0.5,PML (Cauchy) w/ Wald,2.3115006549169117e-6,0.0768
579,1000,25,-2,5,0.34,-0.4,PML (Cauchy) w/ Wald,3.8386456407519784e-6,0.0648
579,1000,25,-2,5,0.34,-0.3,PML (Cauchy) w/ Wald,6.288314794758496e-6,0.0516
579,1000,25,-2,5,0.34,-0.2,PML (Cauchy) w/ Wald,1.0163387146919e-5,0.0412
579,1000,25,-2,5,0.34,-0.1,PML (Cauchy) w/ Wald,1.6209238836092542e-5,0.0476
579,1000,25,-2,5,0.34,-0,PML (Cauchy) w/ Wald,2.551383082420667e-5,0.0456
579,1000,25,-2,5,0.34,0.1,PML (Cauchy) w/ Wald,3.9640953449506575e-5,0.0372
579,1000,25,-2,5,0.34,0.2,PML (Cauchy) w/ Wald,6.080404785909353e-5,0.0384
579,1000,25,-2,5,0.34,0.3,PML (Cauchy) w/ Wald,9.208825069026725e-5,0.0444
579,1000,25,-2,5,0.34,0.4,PML (Cauchy) w/ Wald,1.3772791378839703e-4,0.0604
579,1000,25,-2,5,0.34,0.5,PML (Cauchy) w/ Wald,2.0344561476823644e-4,0.0656
579,1000,25,-2,5,0.34,0.75,PML (Cauchy) w/ Wald,5.114977239203843e-4,0.0988
579,1000,25,-2,5,0.34,1,PML (Cauchy) w/ Wald,0.001193893114322494,0.1428
579,1000,25,-2,5,0.34,2,PML (Cauchy) w/ Wald,0.017830874344753393,0.4532
579,1000,25,-2,5,0.34,3,PML (Cauchy) w/ Wald,0.10564815948036153,0.7752
579,1000,25,-2,5,0.34,4,PML (Cauchy) w/ Wald,0.3191001810227432,0.932
579,1000,25,-2,5,0.34,5,PML (Cauchy) w/ Wald,0.5965615935625516,0.982
579,1000,25,-2,5,0.34,-5,PML (Firth) w/ Wald,2.982764660015504e-9,1
579,1000,25,-2,5,0.34,-4,PML (Firth) w/ Wald,4.458246148721778e-14,0.9996
579,1000,25,-2,5,0.34,-3,PML (Firth) w/ Wald,3.7281233254683395e-14,0.9796
579,1000,25,-2,5,0.34,-2,PML (Firth) w/ Wald,1.900854227665494e-10,0.7356
579,1000,25,-2,5,0.34,-1,PML (Firth) w/ Wald,1.4810729821992296e-7,0.272
579,1000,25,-2,5,0.34,-0.75,PML (Firth) w/ Wald,6.119461331590176e-7,0.1912
579,1000,25,-2,5,0.34,-0.5,PML (Firth) w/ Wald,2.3115006549169117e-6,0.1088
579,1000,25,-2,5,0.34,-0.4,PML (Firth) w/ Wald,3.8386456407519784e-6,0.0936
579,1000,25,-2,5,0.34,-0.3,PML (Firth) w/ Wald,6.288314794758496e-6,0.0752
579,1000,25,-2,5,0.34,-0.2,PML (Firth) w/ Wald,1.0163387146919e-5,0.0584
579,1000,25,-2,5,0.34,-0.1,PML (Firth) w/ Wald,1.6209238836092542e-5,0.0588
579,1000,25,-2,5,0.34,-0,PML (Firth) w/ Wald,2.551383082420667e-5,0.0528
579,1000,25,-2,5,0.34,0.1,PML (Firth) w/ Wald,3.9640953449506575e-5,0.0424
579,1000,25,-2,5,0.34,0.2,PML (Firth) w/ Wald,6.080404785909353e-5,0.0448
579,1000,25,-2,5,0.34,0.3,PML (Firth) w/ Wald,9.208825069026725e-5,0.0444
579,1000,25,-2,5,0.34,0.4,PML (Firth) w/ Wald,1.3772791378839703e-4,0.06
579,1000,25,-2,5,0.34,0.5,PML (Firth) w/ Wald,2.0344561476823644e-4,0.0596
579,1000,25,-2,5,0.34,0.75,PML (Firth) w/ Wald,5.114977239203843e-4,0.0888
579,1000,25,-2,5,0.34,1,PML (Firth) w/ Wald,0.001193893114322494,0.1288
579,1000,25,-2,5,0.34,2,PML (Firth) w/ Wald,0.017830874344753393,0.4228
579,1000,25,-2,5,0.34,3,PML (Firth) w/ Wald,0.10564815948036153,0.7512
579,1000,25,-2,5,0.34,4,PML (Firth) w/ Wald,0.3191001810227432,0.92
579,1000,25,-2,5,0.34,5,PML (Firth) w/ Wald,0.5965615935625516,0.978
591,1000,5,-2.5,4,0.43,-5,ML w/ LR,0.12423610844033914,0.9872
591,1000,5,-2.5,4,0.43,-4,ML w/ LR,0.03400412896972573,0.9368
591,1000,5,-2.5,4,0.43,-3,ML w/ LR,0.0069986240123073844,0.7736
591,1000,5,-2.5,4,0.43,-2,ML w/ LR,0.016902284171870962,0.432
591,1000,5,-2.5,4,0.43,-1,ML w/ LR,0.11254768835246064,0.1172
591,1000,5,-2.5,4,0.43,-0.75,ML w/ LR,0.1616178859906105,0.0964
591,1000,5,-2.5,4,0.43,-0.5,ML w/ LR,0.2215523399387562,0.0664
591,1000,5,-2.5,4,0.43,-0.4,ML w/ LR,0.24821920760382687,0.048
591,1000,5,-2.5,4,0.43,-0.3,ML w/ LR,0.2761889087186707,0.0496
591,1000,5,-2.5,4,0.43,-0.2,ML w/ LR,0.30526688930591284,0.0328
591,1000,5,-2.5,4,0.43,-0.1,ML w/ LR,0.33523866064491514,0.0236
591,1000,5,-2.5,4,0.43,-0,ML w/ LR,0.365876169626804,0.0212
591,1000,5,-2.5,4,0.43,0.1,ML w/ LR,0.39694445068440876,0.0188
591,1000,5,-2.5,4,0.43,0.2,ML w/ LR,0.4282081932258348,0.0124
591,1000,5,-2.5,4,0.43,0.3,ML w/ LR,0.4594378944602806,0.0116
591,1000,5,-2.5,4,0.43,0.4,ML w/ LR,0.490415326326601,0.008
591,1000,5,-2.5,4,0.43,0.5,ML w/ LR,0.5209381184580084,0.0064
591,1000,5,-2.5,4,0.43,0.75,ML w/ LR,0.5941100126782266,0.0028
591,1000,5,-2.5,4,0.43,1,ML w/ LR,0.661124055152868,0.002
591,1000,5,-2.5,4,0.43,2,ML w/ LR,0.8523640673853187,0
591,1000,5,-2.5,4,0.43,3,ML w/ LR,0.9418704387279252,0
591,1000,5,-2.5,4,0.43,4,ML w/ LR,0.9780551376841837,0
591,1000,5,-2.5,4,0.43,5,ML w/ LR,0.9918487660601596,0
591,1000,5,-2.5,4,0.43,-5,ML w/ Score,0.12423610844033914,0.9872
591,1000,5,-2.5,4,0.43,-4,ML w/ Score,0.03400412896972573,0.9372
591,1000,5,-2.5,4,0.43,-3,ML w/ Score,0.0069986240123073844,0.7768
591,1000,5,-2.5,4,0.43,-2,ML w/ Score,0.016902284171870962,0.4372
591,1000,5,-2.5,4,0.43,-1,ML w/ Score,0.11254768835246064,0.1204
591,1000,5,-2.5,4,0.43,-0.75,ML w/ Score,0.1616178859906105,0.0988
591,1000,5,-2.5,4,0.43,-0.5,ML w/ Score,0.2215523399387562,0.0704
591,1000,5,-2.5,4,0.43,-0.4,ML w/ Score,0.24821920760382687,0.0504
591,1000,5,-2.5,4,0.43,-0.3,ML w/ Score,0.2761889087186707,0.0524
591,1000,5,-2.5,4,0.43,-0.2,ML w/ Score,0.30526688930591284,0.0348
591,1000,5,-2.5,4,0.43,-0.1,ML w/ Score,0.33523866064491514,0.0268
591,1000,5,-2.5,4,0.43,-0,ML w/ Score,0.365876169626804,0.0224
591,1000,5,-2.5,4,0.43,0.1,ML w/ Score,0.39694445068440876,0.0208
591,1000,5,-2.5,4,0.43,0.2,ML w/ Score,0.4282081932258348,0.0136
591,1000,5,-2.5,4,0.43,0.3,ML w/ Score,0.4594378944602806,0.0128
591,1000,5,-2.5,4,0.43,0.4,ML w/ Score,0.490415326326601,0.0092
591,1000,5,-2.5,4,0.43,0.5,ML w/ Score,0.5209381184580084,0.0084
591,1000,5,-2.5,4,0.43,0.75,ML w/ Score,0.5941100126782266,0.0032
591,1000,5,-2.5,4,0.43,1,ML w/ Score,0.661124055152868,0.002
591,1000,5,-2.5,4,0.43,2,ML w/ Score,0.8523640673853187,4e-4
591,1000,5,-2.5,4,0.43,3,ML w/ Score,0.9418704387279252,0
591,1000,5,-2.5,4,0.43,4,ML w/ Score,0.9780551376841837,0
591,1000,5,-2.5,4,0.43,5,ML w/ Score,0.9918487660601596,0
591,1000,5,-2.5,4,0.43,-5,ML w/ Wald,0.12423610844033914,0.8584
591,1000,5,-2.5,4,0.43,-4,ML w/ Wald,0.03400412896972573,0.8984
591,1000,5,-2.5,4,0.43,-3,ML w/ Wald,0.0069986240123073844,0.7672
591,1000,5,-2.5,4,0.43,-2,ML w/ Wald,0.016902284171870962,0.43
591,1000,5,-2.5,4,0.43,-1,ML w/ Wald,0.11254768835246064,0.1164
591,1000,5,-2.5,4,0.43,-0.75,ML w/ Wald,0.1616178859906105,0.0948
591,1000,5,-2.5,4,0.43,-0.5,ML w/ Wald,0.2215523399387562,0.0664
591,1000,5,-2.5,4,0.43,-0.4,ML w/ Wald,0.24821920760382687,0.0472
591,1000,5,-2.5,4,0.43,-0.3,ML w/ Wald,0.2761889087186707,0.0492
591,1000,5,-2.5,4,0.43,-0.2,ML w/ Wald,0.30526688930591284,0.0324
591,1000,5,-2.5,4,0.43,-0.1,ML w/ Wald,0.33523866064491514,0.0236
591,1000,5,-2.5,4,0.43,-0,ML w/ Wald,0.365876169626804,0.0208
591,1000,5,-2.5,4,0.43,0.1,ML w/ Wald,0.39694445068440876,0.0188
591,1000,5,-2.5,4,0.43,0.2,ML w/ Wald,0.4282081932258348,0.0124
591,1000,5,-2.5,4,0.43,0.3,ML w/ Wald,0.4594378944602806,0.0116
591,1000,5,-2.5,4,0.43,0.4,ML w/ Wald,0.490415326326601,0.008
591,1000,5,-2.5,4,0.43,0.5,ML w/ Wald,0.5209381184580084,0.0064
591,1000,5,-2.5,4,0.43,0.75,ML w/ Wald,0.5941100126782266,0.0028
591,1000,5,-2.5,4,0.43,1,ML w/ Wald,0.661124055152868,0.002
591,1000,5,-2.5,4,0.43,2,ML w/ Wald,0.8523640673853187,0
591,1000,5,-2.5,4,0.43,3,ML w/ Wald,0.9418704387279252,0
591,1000,5,-2.5,4,0.43,4,ML w/ Wald,0.9780551376841837,0
591,1000,5,-2.5,4,0.43,5,ML w/ Wald,0.9918487660601596,0
591,1000,5,-2.5,4,0.43,-5,PML (Cauchy) w/ Wald,0.12423610844033914,0.972
591,1000,5,-2.5,4,0.43,-4,PML (Cauchy) w/ Wald,0.03400412896972573,0.914
591,1000,5,-2.5,4,0.43,-3,PML (Cauchy) w/ Wald,0.0069986240123073844,0.754
591,1000,5,-2.5,4,0.43,-2,PML (Cauchy) w/ Wald,0.016902284171870962,0.4088
